id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
4757808,Romantic Beacon Hill Studio,3085882,Nino,,Beacon Hill,42.35815,-71.07102,Entire home/apt,,91,5,2015-10-25,0.04,1,0,0,
4765070,Studio w/ private entrance and bathroom,24584716,Katty,,Jamaica Plain,42.32352198858505,-71.10688328334862,Entire home/apt,93,4,428,2025-03-01,3.45,1,218,4,STR-545228
4909590,"ALLSTON LOADED STUDIO: Steps to BU, BC & hospitals",25279966,Vj,,Allston,42.34838,-71.13163,Entire home/apt,107,250,346,2024-08-18,2.79,2,28,1,STR-415702
4917583,Large Modern 2 Bed 2 Bath across from MGH,20079643,Alexander K,,West End,42.36503219604492,-71.06874084472656,Entire home/apt,307,30,4,2019-12-01,0.04,11,219,0,Exempt: This listing is a unit used for furnished institutional or business stays
5019306,Sunny Duplex Condo + Private Parking,15862012,Vicki,,South Boston,42.33257,-71.02959,Entire home/apt,338,3,211,2024-08-31,1.73,1,73,8,STR-536179
5047340,Spacious Family-Friendly Townhome Near Harvard,10250028,Mingzhou,,Allston,42.35779,-71.13347,Entire home/apt,,2,333,2025-03-02,3.28,2,111,63,STR-568839
5048406,3rd floor room in Victorian House,26062958,Yvonne,,Dorchester,42.31124,-71.06551,Private room,59,29,41,2023-06-18,0.33,1,0,0,STR-415034
5049582,Quiet room - Great location!,197327,Melissa,,Jamaica Plain,42.31327,-71.10811,Private room,70,30,36,2024-11-21,0.30,2,297,3,STR-416301
5054601,"Large room with view on Downtown, 27 Dexter Street",26098645,Manuela,,South Boston,42.33034,-71.05802,Private room,60,5,197,2024-10-20,1.61,6,221,14,STR-524662
5088560,Stunning SouthEnd/BackBay Penthouse,21609039,Susan,,Roxbury,42.34041,-71.08384,Entire home/apt,475,29,100,2020-12-27,0.86,3,280,0,Exempt: This listing is a unit used for furnished institutional or business stays
5166870,2 Bdrm Apt w/ tower in JP Victorian,1487352,Matt And Eva,,Jamaica Plain,42.30542,-71.10409,Entire home/apt,181,2,469,2025-02-27,3.82,1,225,60,STR-446628
5203538,Beautiful Townhouse Boston's South End,26917979,Jim,,South End,42.34024,-71.07483,Entire home/apt,950,5,35,2024-10-28,0.29,1,191,12,STR-470244
5358934,"Renovated, Quiet, Free Parking",18517776,Huggy,,Roxbury,42.31681,-71.08001,Private room,39,91,6,2019-11-01,0.06,31,365,0,
5364137,Studio Condo by Airport and T Station,23777641,Gavin,,East Boston,42.38704,-71.00581,Entire home/apt,,90,86,2025-02-07,0.71,2,38,1,
5371051,Beautiful 3 bedroom Dorchester MA,27842033,Bernard,,Dorchester,42.31163,-71.06351,Entire home/apt,98,29,266,2024-09-30,2.35,2,141,2,
5434353,Quiet  Beauty in Boston,9658771,Anthony,,Roslindale,42.28629,-71.13839,Entire home/apt,155,29,25,2021-04-30,0.22,2,365,0,STR-445527
5478135,City living near the beach!,13595892,Elizabeth,,East Boston,42.38455,-71.00217,Entire home/apt,,91,26,2016-11-13,0.24,1,0,0,
5495267,Parking Renovated Close to Downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,39,91,2,2016-08-30,0.02,31,365,0,
5526487,*Fort Hill Inn: Penthouse Duplex* Close to Center,28662210,Terry,,Mission Hill,42.33211,-71.09842,Entire home/apt,256,3,221,2025-02-23,1.86,5,156,46,STR-446658
5526514,"Fresh! City Loft Apartment,  Minutes to Center!",28662210,Terry,,Roxbury,42.3285,-71.09608,Entire home/apt,136,3,131,2024-10-26,1.07,5,130,3,STR-446656
5581575,Private Entrance * King Beds * Parking * Kid Ready,28766987,Kathy,,Back Bay,42.34628,-71.08064,Entire home/apt,,29,214,2024-12-03,2.02,1,101,3,STR-400453
5718801,"Heart of South End, Convenient, Comfy Studio #42",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,95,1,155,2024-10-12,1.31,87,0,2,STR-441252
5726250,Boston at your doorstep!,29688938,Heather And Mike,,Charlestown,42.38118,-71.06073,Entire home/apt,575,3,34,2024-08-12,0.29,1,75,3,STR-526971
5738018,Sunny Two-Bedroom in Boston,7302835,Samuel,,Jamaica Plain,42.32448,-71.10664,Entire home/apt,,91,0,,,1,0,0,
5746844,Share South End Multi-level Loft/ with parking,10778805,Paul,,Roxbury,42.33509,-71.07847,Private room,100,91,9,2015-08-21,0.08,3,364,0,
5768819,"Near Fenway Park, South End, and Newbury St #4",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,144,1,157,2025-03-10,1.36,87,158,7,STR-463181
5769127,"Stay Close to Fenway, Tufts Medical Center & More",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,,29,311,2025-01-09,2.62,87,80,1,STR-415604
5775139,Large room located in Allston,29963974,Nesli,,Allston,42.35211,-71.13178,Private room,,91,0,,,1,0,0,
5781926,City sanctuary - garden terrace - ocean view,29573894,Amy,,South Boston,42.33286,-71.04506,Entire home/apt,225,3,95,2024-12-29,1.03,1,342,20,STR-398153
5782221,"""La Gemma"" - a gem in the North End",18601802,Gina,,North End,42.36726,-71.05424,Entire home/apt,330,3,300,2024-09-26,2.55,1,57,25,STR-388064
5813177,Sunny 1BR for Summer,30162455,Patlapa,,Fenway,42.34306,-71.0872,Entire home/apt,,91,0,,,1,0,0,
5856633,Condo overlooking Boston Harbour,30408736,Kate,,South Boston,42.33284,-71.04685,Entire home/apt,,91,1,2016-05-13,0.01,1,0,0,
5870922,The Nantucket Room near Harvard Square,26956083,Todd,,Allston,42.3605,-71.12633,Private room,56,3,375,2025-02-13,3.11,7,113,36,STR-383892
5884429,"2 rms, private bath, females or grandparents only",15396970,Linda,,Roslindale,42.28516,-71.13772,Private room,101,3,114,2024-12-27,0.95,2,112,2,STR-396424
5919529,Great location! 3 BD single fam. Kid-friendly.,24196977,Jenny,,Back Bay,42.35009,-71.07023,Entire home/apt,,91,14,2016-04-22,0.12,1,87,0,
5927267,"Large room, wood floor, 2 windows, 27 Dexter",26098645,Manuela,,South Boston,42.33034,-71.05802,Private room,60,5,201,2024-11-03,1.67,6,214,13,STR-524662
5932402,South End Condo,2221632,Tad,,South End,42.34459,-71.06999,Private room,,91,0,,,1,0,0,
5967421,The Meditation Room near Harvard Square,26956083,Todd,,Allston,42.3605,-71.12633,Private room,53,60,179,2024-12-30,1.49,7,175,3,
5974886,Close to it all-private parking & red MBTA station,23856705,Christina,,Dorchester,42.32431720644971,-71.0586656980579,Entire home/apt,163,2,27,2025-02-23,0.23,1,13,14,STR-455594
6080461,Fort Hill Inn- Cozy Studio ApT 1.5 miles to Center,28662210,Terry,,Roxbury,42.32966,-71.09597,Entire home/apt,120,3,144,2024-12-11,1.20,5,162,20,STR-446654
6131224,Hidden Gem in Boston: Long Term 1 Month + Only,7303930,Lawrence,,Hyde Park,42.2619,-71.11315,Entire home/apt,130,29,28,2024-11-30,0.23,1,242,3,
6214710,Small studio in GREAT location,27608437,M,,Back Bay,42.35262,-71.07899,Entire home/apt,92,91,57,2019-07-06,0.49,1,199,0,
6238463,Pvt tree top suite in great location,31691830,Penny,,Jamaica Plain,42.31583,-71.11448,Private room,116,2,372,2024-12-24,3.22,1,91,50,STR-411564
6377998,"Family friendly Victorian home, walk to T",987917,Helder,,Jamaica Plain,42.31584,-71.09932,Entire home/apt,,29,42,2024-08-31,0.36,1,212,1,STR-416102
6426364,Great city views top floor one bed #7,9653086,Glenn,,South End,42.34144,-71.0763,Entire home/apt,125,29,85,2024-12-19,0.72,6,365,1,
6465075,Spacious 5BR Condo w/parking near METRO,635157,Catlin,,Jamaica Plain,42.29828,-71.11048,Entire home/apt,500,3,218,2024-11-10,1.83,1,293,23,STR-445893
6489209,"Large room, excellent access, 27 Dexter Street",26098645,Manuela,,South Boston,42.33034,-71.05802,Private room,60,5,123,2024-11-21,1.03,6,222,16,STR-524662
6544267,Urban Oasis / Apartment perfect for work & create,34227346,Kai,,Roxbury,42.32932,-71.08925,Entire home/apt,142,3,98,2024-11-18,1.16,1,278,15,STR-546631
6603827,Cozy private room near bus stop,34552909,Barrie,,Roslindale,42.28411,-71.11693,Private room,43,29,16,2024-12-14,0.14,3,362,2,
6609546,Beautiful Waterfront Location.,34584706,George,,South Boston Waterfront,42.34791,-71.04196,Private room,174,29,224,2020-03-12,1.88,2,365,0,STR-416477
6646604,"Cozy 1B, Green Line, Boston Coll, Lift, Roof Deck",31340713,Kama,,Brighton,42.34118,-71.14678,Entire home/apt,,30,39,2024-09-01,0.33,42,343,2,Exempt: This listing is a unit used for furnished institutional or business stays
6690605,Renovated Boston Apartment,35018472,Jennifer,,Charlestown,42.37639,-71.06389,Entire home/apt,,91,24,2019-08-13,0.21,1,0,0,
6746543,Cool Top Floor 1 Bedroom Penthouse,32376332,Jordan,,Chinatown,42.34991,-71.06164,Entire home/apt,229,91,9,2024-03-09,0.08,1,363,0,
6758443,"Stylish Downtown Studio in the SouthEnd, C.Ave# 45",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,101,1,257,2025-03-09,2.17,87,86,10,STR-441260
6758462,"Stylish Downtown Studio in the SouthEnd, C.Ave# 43",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,104,1,169,2025-03-06,1.75,87,134,19,LB-101763
6758482,"Explore Newbury St, Fenway & South End Nearby #1",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,,29,159,2023-05-13,1.64,87,48,0,STR-415602
6759004,Iconic Newbury Street at Your Doorstep #10,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,142,1,268,2024-11-03,2.29,87,119,16,STR-445402
6759439,South End Studio Perfect for Work Travel #26,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,140,1,116,2025-03-01,1.22,87,0,18,STR-441244
6762011,Perfect Spot Near Boston's Cultural Hub #22,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,84,1,164,2025-03-09,1.60,87,44,21,LB-101763
6763409,"Minutes to Chinatown, Boston Common & Fenway Park",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,144,29,258,2023-11-30,2.25,87,160,0,STR-415606
6780077,"Treetop and Ocean view, safe, near metro",9898255,Jessica,,Dorchester,42.31392,-71.06137,Entire home/apt,160,2,122,2024-11-30,1.63,3,170,24,STR-547060
6800522,"Small room Easy to Downtown, Longwood Clean Sunny",18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,35,91,11,2016-09-21,0.10,31,365,0,
6810723,Minutes from Boston Common & the Public Garden # 2,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,95,1,142,2025-02-16,1.52,87,94,11,STR-441255
6819620,Renovated Parking EZ to downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,39,91,5,2017-11-23,0.04,31,365,0,
6843795,A Fenway Getaway,23249169,Helen,,Fenway,42.34512,-71.09479,Entire home/apt,139,91,98,2019-10-14,0.83,1,0,0,
6851459,"Stylish Downtown Studio in the SouthEnd, C.Ave# 31",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,134,1,226,2025-01-01,1.96,87,180,23,STR-441245
6851460,Explore Newbury Street Just Moments Away # 21,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,117,1,145,2024-11-03,1.27,87,170,18,STR-441240
6862594,"Beautiful Home in Jamaica Plain, MA",10608570,Edward,,Jamaica Plain,42.31927,-71.11325,Private room,,91,0,,,1,0,0,
6879036,Live in the Heart of Newbury Street #3,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,140,1,261,2024-12-29,2.30,87,134,5,STR-445394
6882615,"Prime Newbury St Location, Walk Everywhere #4",22348222,Maverick,,Back Bay,42.34979,-71.08262,Entire home/apt,148,1,308,2025-03-09,2.71,87,113,18,STR-445396
6908525,"Newbury St Living –Trendy, Vibrant, Unbeatable!#12",22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,148,1,240,2025-01-02,2.04,87,80,1,STR-445404
6914155,Spacious bedroom close to downtown,36234262,Kimberly,,Dorchester,42.315,-71.0564,Private room,,91,0,,,1,0,0,
6914622,"Exquisite Treetop Haven, JP Center, Driveway!",36238599,Julie,,Jamaica Plain,42.30849,-71.11721,Entire home/apt,258,14,62,2024-10-25,0.53,1,324,3,STR-525739
6921672,French Country 2bd/2bth Heart of JP,36278389,Jessica,,Jamaica Plain,42.32132,-71.10957,Entire home/apt,,91,1,2016-08-08,0.01,1,0,0,
7018497,2 Bedroom in the heart of Boston,25960013,George,,North End,42.367,-71.05764,Entire home/apt,,91,6,2015-10-07,0.05,1,0,0,
7053454,Basement apartment in Charlestown,36992931,Ryan,,Charlestown,42.38239,-71.06393,Private room,170,91,8,2016-07-29,0.07,1,365,0,
7054912,North Station Luxury Apartment!,6223931,Richard,,Downtown,42.36478,-71.06122,Entire home/apt,,91,2,2015-07-09,0.02,1,0,0,
7086825,Private Room near public transport,34552909,Barrie,,Roslindale,42.28249,-71.1146,Private room,48,29,22,2022-11-01,0.19,3,120,0,
7093184,Easy to downtown/Longwood Free Parking Clean House,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,35,91,7,2017-05-01,0.06,31,365,0,
7161203,Cozy Rm Off-Street Parking EZ 2 downtown/Longwood,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,35,91,6,2017-06-21,0.05,31,365,0,
7222349,M&R - Front Bedroom Bathroom Parking - Walk to T!,7988017,Polly M,,Dorchester,42.29325,-71.05707,Private room,52,29,154,2023-09-30,1.34,3,182,0,STR-397983
7239024,M&R Quiet Back Room Parking Bathroom,7988017,Polly M,,Dorchester,42.29348,-71.05569,Private room,119,29,240,2023-12-01,2.04,3,226,0,STR-397983
7279874,One Bedroom right by Fenway Park,2800145,Pragya,,Fenway,42.34687,-71.09051,Entire home/apt,,91,15,2018-06-24,0.13,1,0,0,
7281884,Charming urban studio,25742899,Tyree,,Roxbury,42.31236,-71.08133,Entire home/apt,,91,103,2017-08-22,0.88,1,0,0,STR-564649
7287822,Light and airy separate apt in funky Jamaica Plain,17844905,Susan,,Jamaica Plain,42.31572,-71.10847,Entire home/apt,110,2,360,2024-12-23,3.09,2,0,36,STR-460147
7298966,"Quiet, sunny studio, directly on the T",31289781,Dustin,,Brighton,42.343,-71.14416,Entire home/apt,85,80,14,2024-12-18,0.14,1,256,3,
7308623,Beautiful Apartment in Beacon Hill,36811327,Carolyn,,West End,42.36207,-71.06885,Private room,,91,1,2016-04-18,0.01,1,0,0,
7310887,"Spacious 3 bed, in unit laundry, central Air",38302832,Joel,,Brighton,42.34532,-71.13829,Entire home/apt,430,3,263,2024-12-10,2.24,1,295,16,STR-532114
7330494,Private apartment /parking/cozy garden. STR-398119,38403389,Katarzyna,,South Boston,42.33053,-71.05388,Entire home/apt,179,3,536,2025-03-09,4.56,1,249,58,STR-398119
7333304,Private Bedroom,38420785,Dawn,,Charlestown,42.38071,-71.07037,Private room,,91,0,,,1,0,0,
7342489,"Near Boston Common, North End & Tufts Medical Cent",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,,30,131,2024-05-29,1.30,87,111,2,STR-415649
7474044,Unbeatable Location on Newbury Street #5,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,149,1,170,2025-03-04,1.61,87,140,26,STR-445397
7474855,Live in the Center of Newbury St Action! #11,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,133,1,269,2025-01-20,2.48,87,138,17,STR-445403
7475052,Perfectly Placed on Newbury Street #7,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,186,1,242,2025-03-10,2.25,87,164,24,STR-445399
7475215,Copley Square & Historic Landmarks on Newbury St#2,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,149,1,226,2025-03-02,1.96,87,144,16,STR-445393
7475379,"Vibrant, Chic Newbury St – Stay in Style! #6",22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,136,1,267,2025-01-24,2.36,87,111,11,STR-445403
7475573,Discover Boston from Newbury Street #8,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,159,1,349,2025-01-04,3.27,87,133,40,STR-445400
7476340,"Charming Studio in Boston Brownstone, #44",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,84,1,184,2025-03-09,1.90,87,79,36,LB-101763
7479725,Sunny bedroom in Allston,17892292,Marlene,,Allston,42.35976,-71.13372,Private room,,91,13,2016-11-12,0.11,5,0,0,
7482195,Private room near bus stop,34552909,Barrie,,Roslindale,42.28413,-71.11671,Private room,43,29,8,2024-11-01,0.08,3,195,1,
7499960,Safe Central City Location! WalkToWork/Everywhere!,9529655,Suzanne,,Fenway,42.35105,-71.09488,Entire home/apt,235,91,15,2021-07-24,0.13,4,362,0,
7511737,"Steps from South End, Tufts Medical Center & More,",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,144,29,247,2023-11-15,2.15,87,133,0,STR-415608
7513605,"Walk to Chinatown, Boston Common, and South End",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,95,29,237,2025-03-03,2.08,87,0,3,STR-463179
7513906,"Sleek Rental in Beacon Hill, Near TD Garden/MGH #6",22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,110,29,225,2023-11-15,1.97,87,143,0,STR-415621
7514024,"Beacon Hill Gem, Close to TD Garden & MGH – #14",22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,122,29,197,2025-03-10,2.04,87,127,7,STR-463213
7514336,Convenient Beacon Hill Location Near TD Garden #11,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,163,1,181,2025-03-07,1.70,87,111,6,STR-415628
7527149,Stunning Beacon Hill Boston Townhouse Apartment,10502779,Peter,,Beacon Hill,42.35623,-71.07023,Entire home/apt,750,4,161,2025-02-21,1.38,1,113,30,STR-410129
7531700,Prime Rental by MGH & TD Garden – Beacon Hill #3,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,140,1,198,2025-01-06,1.71,87,146,10,STR-415616
7575052,Sunny and Quiet top floor #8,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,130,30,92,2024-12-15,0.79,6,73,2,
7611271,Spacious 4 BR | 2.5 BA Single-Family Home,953185,Katie,,South Boston,42.333,-71.03544,Entire home/apt,165,29,123,2025-02-28,1.05,1,325,3,STR-399169
7618925,Modern Classic Boston Brownstone by LMA & T,11228809,Jonathan,,Roxbury,42.32936,-71.09328,Entire home/apt,,2,3,2016-10-09,0.03,6,0,0,STR-443395
7635616,"Beacon Hill – Prime Location, Near MGH #9",22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,116,1,322,2025-03-03,2.83,87,111,35,STR-463202
7637094,"2BD, Steps to Hospitals, T&Colleges",40067818,Shannon,,Longwood Medical Area,42.34218,-71.10698,Entire home/apt,,91,0,,,1,0,0,
7692933,Perfect for 1,9508341,Phyllis,,Brighton,42.35642,-71.16411,Private room,85,29,319,2023-06-02,2.74,1,365,0,STR-405969
7694365,"Stylish Downtown Studio in the SouthEnd, C.Ave# 41",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,122,1,168,2024-10-13,1.58,87,139,15,STR-441251
7694559,"Heart of South End, Convenient, Comfy Studio #32",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,94,1,178,2025-01-05,1.83,87,85,28,STR-441256
7713815,Ideal Location Near TD Garden and MGH #2,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,109,1,204,2025-03-09,1.95,87,0,20,STR-415615
7728499,Close to TD Garden and MGH – Beacon Hill Living #8,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,157,1,379,2025-02-16,3.28,87,108,35,STR-415624
7832890,Bright Beacon Hill Rental Close to MGH/TD Garden#7,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,141,29,349,2025-02-09,3.26,87,120,3,STR-463200
7837202,"Beacon Hill – Prime Location, Near TD Garden #15",22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,137,29,148,2025-02-25,1.37,87,90,2,STR-463214
7854872,Perfect Beacon Hill Location – Near TD Garden #12,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,138,1,212,2025-01-01,1.86,87,86,9,STR-415630
7856208,Large bedroom in South End w/ Patio,41439483,Ira,,South End,42.34203,-71.07256,Private room,,91,0,,,1,0,0,
7900936,Morning Glory Bed & Breakfast!,41658743,Chris,,Hyde Park,42.24179,-71.12412,Private room,75,29,134,2022-11-20,1.15,1,365,0,
7910223,"Charming home Away from Home, close to parks",30490577,Lori,,Jamaica Plain,42.31689,-71.1004,Entire home/apt,150,3,330,2024-11-11,2.84,3,42,32,STR-398358
7911936,Beacon Hill Rental Steps to MGH & TD Garden – #1,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,139,1,216,2025-03-03,1.88,87,132,14,STR-415613
7913309,Studio apartment conveniently located in Downtown,41726345,Mufaddal,,Downtown,42.35396,-71.06128,Entire home/apt,,91,21,2017-08-13,0.21,1,0,0,
7916575,"Centrally located Studio in Boston ,#35",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,84,1,222,2024-10-20,2.27,87,86,19,STR-441248
7920759,"Beacon Hill- 2br, 2 bath Personal Home",41766550,Mike,,Beacon Hill,42.357753697635744,-71.07018581917023,Entire home/apt,,29,35,2022-10-26,0.33,1,0,0,STR-416284
7927765,Andrew Sq Room Close to T&Shops,18479599,Agnieszka,,Dorchester,42.32404,-71.05822,Private room,,91,4,2017-04-01,0.04,8,0,0,
7934491,A Very Large Room - Beige Room,18479599,Agnieszka,,Dorchester,42.32601,-71.05969,Private room,,91,1,2016-10-28,0.01,8,0,0,
7939556,Andrew Sq - Quiet Yellow Room,18479599,Agnieszka,,Dorchester,42.3241,-71.05963,Private room,,91,1,2015-10-02,0.01,8,0,0,
